participant.id_in_session,participant.code,participant.time_started,participant.payoff,player.id_in_group,player.infected,player.cumulative_earnings,player.actual_payment,player.transmission_chance,player.contribution,player.others_contribution_percentage,player.timeout,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.others_prediction,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,subsession.round_number,session.code,session.is_demo
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,470,20,0,2,85,0,4,4,3,2,0,3,80,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,440,30,0,3,82.5,0,2,3,4,4,4,3,70,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,0,,0,4,80,1,,,,,,,0,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,410,30,0.25,3,82.5,0,0,2,3,3,4,3,70,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,330,40,0,4,80,0,4,4,4,4,4,3,60,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,440,20,0,2,85,0,2,1,3,2,2,2,80,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,430,30,0.25,3,82.5,0,3,3,2,2,1,3,70,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,270,40,0,4,80,0,4,4,4,4,4,3,60,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,360,40,0,4,80,0,2,2,2,3,4,4,60,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,460,30,0,3,82.5,0,1,2,3,3,3,3,70,2,36,81.82,5,5,680,62,0,0,0,90,0,5,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,510,30,0,3,77.5,0,0,1,2,3,4,3,70,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,550,20,0,2,80,0,4,3,2,2,0,2,80,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,510,30,0,3,77.5,0,3,4,4,4,4,3,70,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,0,,0,4,75,1,,,,,,,0,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,480,30,0.25,3,77.5,0,0,2,3,3,4,3,70,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,390,40,0,4,75,0,4,4,4,4,4,3,60,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,510,30,0,3,77.5,0,2,2,2,3,2,2,70,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,500,30,0.25,3,77.5,0,4,3,3,2,1,3,70,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,330,40,0,4,75,0,4,4,4,4,4,2,60,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,420,40,0,4,75,0,3,3,3,3,4,3,60,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,550,10,0,1,82.5,0,2,2,2,2,2,2,90,2,34,77.27,5,5,700,64,0,0,0,90,0,6,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,570,40,0,4,85,0,0,1,2,3,4,4,60,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,630,20,0,2,90,0,4,3,3,1,0,2,80,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,580,30,0,3,87.5,0,3,3,4,4,4,3,70,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,0,,0,4,85,1,,,,,,,0,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,540,40,0,4,85,0,0,2,4,3,1,2,60,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,460,30,0.25,3,87.5,0,4,4,4,4,3,3,70,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,580,30,0,3,87.5,0,3,3,3,3,3,2,70,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,560,40,0,4,85,0,4,3,3,2,2,3,60,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,390,40,0,4,85,0,4,4,4,4,4,3,60,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,480,40,0,4,85,0,3,3,3,3,4,3,60,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,620,30,0,3,87.5,0,2,2,2,2,2,2,70,2,38,86.36,5,5,660,60,0,0,0,90,0,7,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,640,30,0,3,72.5,0,0,1,2,3,4,3,70,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,720,10,0,1,77.5,0,4,3,2,2,0,2,90,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,650,30,0,3,72.5,0,3,4,4,4,4,3,70,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,0,,0,4,70,1,,,,,,,0,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,610,30,0.25,3,72.5,0,0,0,4,3,0,3,70,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,530,30,0.25,3,72.5,0,4,4,4,3,3,3,70,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,650,30,0,3,72.5,0,2,3,3,3,3,3,70,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,630,30,0.25,3,72.5,0,4,3,3,2,2,3,70,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,450,40,0,4,70,0,4,4,4,4,4,4,60,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,540,40,0,4,70,0,4,4,4,4,4,3,60,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,710,10,0,1,77.5,0,0,0,1,1,1,2,90,2,32,72.73,5,5,720,65,0,0,0,90,0,8,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,740,0,0,0,67.5,0,0,1,2,3,4,0,100,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,810,10,0,1,65,0,4,3,2,1,0,2,90,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,720,30,0,3,60,0,3,4,4,4,4,3,70,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,0,,0,4,57.5,1,,,,,,,0,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,680,30,0.25,3,60,0,0,0,3,4,0,2,70,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,610,20,0.5,2,62.5,0,4,4,4,3,2,3,80,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,720,30,0,3,60,0,3,3,3,4,3,3,70,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,700,30,0.25,3,60,0,4,3,3,2,2,3,70,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,510,40,0,4,57.5,0,4,4,4,4,4,3,60,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,600,40,0,4,57.5,0,3,3,3,3,4,3,60,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,810,0,0,0,67.5,0,0,0,0,0,0,2,100,2,27,61.36,5,5,770,70,0,0,0,90,0,9,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,830,10,0,1,70,0,0,1,2,3,4,3,90,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,890,20,0,2,67.5,0,4,3,2,2,0,2,80,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,790,30,0,3,65,0,3,4,4,4,4,3,70,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,0,,0,4,62.5,1,,,,,,,0,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,750,30,0.25,3,65,0,0,0,3,4,0,2,70,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,690,20,0.5,2,67.5,0,4,4,4,3,2,3,80,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,780,40,0,4,62.5,0,3,3,4,3,4,3,60,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,770,30,0.25,3,65,0,4,3,3,2,2,3,70,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,570,40,0,4,62.5,0,4,4,4,4,4,3,60,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,670,30,0.25,3,65,0,3,3,3,3,3,4,70,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,910,0,0,0,72.5,0,0,0,0,0,0,1,100,2,29,65.91,5,5,750,68,0,0,0,90,0,10,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,910,20,0,2,65,0,0,1,2,3,4,2,80,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,980,10,0,1,67.5,0,4,3,2,2,0,1,90,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,860,30,0,3,62.5,0,3,4,4,4,4,3,70,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,0,,0,4,60,1,,,,,,,0,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,820,30,0.25,3,62.5,0,0,0,3,4,0,2,70,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,770,20,0.5,2,65,0,4,4,4,3,2,2,80,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,840,40,0,4,60,0,4,3,3,3,3,4,60,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,1,850,20,0.5,2,65,0,4,4,3,2,2,3,80,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,630,40,0,4,60,0,4,4,4,4,4,2,60,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,740,30,0.25,3,62.5,0,3,3,3,3,3,3,70,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,1010,0,0,0,70,0,0,0,0,0,0,2,100,2,28,63.64,5,6,760,69,0,0,0,90,0,11,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,920,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,990,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,870,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,10,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,830,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,780,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,850,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,1,860,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,640,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,750,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,1020,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,1,90,0,12,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,0,930,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,0,1000,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,0,880,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,20,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,0,840,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,790,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,860,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,870,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,650,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,760,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,0,1030,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,1,90,0,13,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,1030,0,1,0,27.5,0,0,1,2,3,4,3,100,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,0,1090,10,0.75,1,25,0,4,3,2,2,0,1,90,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,980,0,0,0,27.5,0,0,1,2,2,3,1,100,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,20,,0,4,17.5,1,,,,,,,0,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,1,940,0,1,0,27.5,0,0,0,0,0,0,1,100,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,1,890,0,1,0,27.5,0,0,1,2,3,3,2,100,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,950,10,0.75,1,25,0,1,1,3,3,2,1,90,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,1,950,20,0.5,2,22.5,0,4,3,3,2,2,2,80,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,1,730,20,0.5,2,22.5,0,2,2,2,2,2,1,80,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,850,10,0.75,1,25,0,0,1,1,1,2,1,90,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,1130,0,1,0,27.5,0,0,0,0,0,0,1,100,2,11,25,1,8,930,85,0,0,1,90,0,14,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,1040,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,0,1100,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,1,990,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,30,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,1,950,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,1,900,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,960,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,1,960,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,1,740,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,860,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,1,1140,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,2,90,0,15,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,0,1050,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,0,1110,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,0,1000,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,40,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,1,960,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,910,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,0,970,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,970,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,750,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
10,ohv0sz1u,2021-01-21 20:30:08.491103+00:00,2120,7,0,870,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
11,v5azltus,2021-01-21 20:30:20.842405+00:00,2420,11,0,1150,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,2,90,0,16,oi33rp64,0
1,q63o4p15,2021-01-21 20:30:07.818170+00:00,2310,9,1,1150,0,0.75,0,37.5,0,0,1,2,3,4,0,100,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
2,p3j6y9l0,2021-01-21 20:30:08.158501+00:00,2480,10,1,1210,0,0.75,0,37.5,0,4,3,2,2,0,2,100,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
3,68jq6g63,2021-01-21 20:30:08.282347+00:00,2350,8,0,1090,10,0.56,1,35,0,1,2,3,4,4,1,90,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
4,t6x912ed,2021-01-21 20:30:09.105982+00:00,540,1,0,40,,0,4,27.5,1,,,,,,,0,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
5,0ea1a9gm,2021-01-21 20:30:08.420615+00:00,2280,2,1,1060,0,0.75,0,37.5,0,0,0,0,0,0,2,100,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
6,9ie7aegk,2021-01-21 20:30:08.616793+00:00,2150,3,0,980,30,0.19,3,30,0,4,4,4,4,3,3,70,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
7,adwjbxuv,2021-01-21 20:30:08.541772+00:00,2240,4,1,1070,0,0.75,0,37.5,0,1,1,1,1,1,0,100,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
8,lrke6e6f,2021-01-21 20:30:08.663125+00:00,2200,5,0,1040,30,0.19,3,30,0,4,3,3,3,2,2,70,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
9,hh85vatt,2021-01-21 20:30:09.155334+00:00,1900,6,0,830,20,0.38,2,32.5,0,2,2,2,2,2,1,80,2,15,34.09,1,6,890,81,0,0,2,90,0,17,oi33rp64,0
